Município,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Total,CIR
Curvelo,54,76,65,88,54,40,51,44,11,26,39,30,62,67,9,15,21,123,22,32,28,107,43,13,26,31,12,12,4,4,3,8,3,5,4,7,16,7,17,10,11,25,20,30,22,15,24,30,31,35,37,38,1607,31019
Guanhães,4,2,0,6,5,5,3,3,1,6,5,4,7,5,6,11,5,17,14,9,10,10,8,5,5,4,2,0,1,5,1,0,1,0,1,1,1,0,0,2,1,1,1,6,3,0,11,10,1,3,0,0,212,31020
Itabira,7,10,9,10,4,8,1,5,3,0,6,5,14,9,5,24,35,67,62,38,50,52,59,47,48,40,23,23,22,28,15,11,12,14,10,7,13,12,21,12,18,15,23,20,13,21,26,14,11,20,17,10,1049,31021
Ouro Preto,7,4,0,2,1,8,6,2,3,2,4,1,0,5,4,4,15,13,19,12,11,9,7,2,7,1,3,3,1,0,0,0,0,0,0,0,1,1,5,1,0,4,2,2,2,1,9,5,2,2,7,2,202,31022
João Monlevade,0,1,0,1,0,2,0,3,1,0,1,2,2,5,4,3,5,3,7,5,5,2,3,1,2,2,4,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,2,2,2,2,1,0,2,3,90,31023
Sete Lagoas,19,41,54,47,41,39,30,51,27,31,57,63,76,70,60,69,66,59,65,55,45,37,44,18,39,27,27,23,15,8,10,15,19,14,8,10,12,11,11,17,14,32,37,30,32,43,43,44,62,80,60,71,1978,31024
"Vespasiano,Lagoa Santa",22,17,27,15,12,12,10,12,11,12,14,10,31,16,20,27,31,28,32,25,35,26,23,20,25,19,18,4,9,5,9,14,11,14,5,7,13,13,17,23,12,29,22,20,22,21,15,18,13,24,12,16,918,31025
"Diamantina,Itamarandiba",6,10,11,11,3,1,4,1,3,17,23,21,33,28,20,34,19,16,13,9,5,14,7,4,7,9,3,4,1,1,4,2,3,2,0,1,1,1,2,0,5,2,2,4,6,3,9,4,6,34,3,3,435,31026
"Turmalina,Minas Novas,Capelinha",10,25,10,6,6,6,7,2,8,8,18,37,42,65,60,50,78,105,103,74,66,54,65,26,25,14,8,9,7,6,7,0,2,1,7,1,0,3,2,2,1,1,7,6,11,4,11,10,16,17,4,2,1115,31027
Bom Despacho,31,25,35,43,28,25,28,28,38,73,88,130,139,131,119,154,119,89,133,62,61,59,65,16,28,32,27,20,21,12,16,10,9,11,8,11,17,30,9,12,13,21,19,10,9,17,21,16,13,33,20,15,2199,31028
Formiga,5,2,13,14,6,4,8,11,12,12,24,46,34,48,62,43,72,68,57,41,28,22,16,21,38,23,20,12,6,14,11,4,1,1,6,5,13,23,25,15,18,14,26,8,14,14,19,16,14,20,16,13,1078,31030
Itaúna,3,5,4,6,2,4,3,5,2,3,9,8,9,11,8,11,27,11,11,15,10,1,4,2,0,3,1,6,2,1,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,200,31031
"Pará de Minas,Nova Serrana",11,15,19,15,53,77,49,55,40,63,55,63,72,76,66,55,134,157,174,162,130,139,114,56,77,63,48,29,19,32,20,29,25,20,13,23,30,25,27,33,24,36,49,23,28,35,62,37,36,39,33,31,2796,31032
Caratinga,0,1,6,2,2,2,0,3,2,3,6,13,31,52,31,40,64,69,63,28,20,16,10,8,8,6,8,2,2,1,2,2,2,2,0,0,1,3,0,1,2,0,1,2,1,2,2,1,1,6,2,4,536,31034
"Coronel Fabriciano,Timóteo",24,25,36,38,25,15,16,21,9,27,17,23,34,41,22,31,25,45,36,25,36,42,43,44,43,34,29,16,16,26,16,22,19,17,16,14,16,11,12,19,15,13,20,20,18,23,12,23,20,36,22,35,1283,31035
Governador Valadares,23,40,50,29,38,33,35,29,35,41,76,84,86,77,69,72,59,68,53,56,35,47,42,35,59,49,24,47,24,21,18,14,18,17,9,19,23,13,12,20,31,34,45,21,27,32,41,46,34,35,48,41,2034,31036
Ipatinga,39,28,48,32,20,51,18,20,21,28,13,21,25,30,27,29,23,34,51,37,29,30,26,27,35,27,15,27,19,27,14,15,17,11,13,5,13,21,13,17,14,15,17,23,15,24,31,56,47,39,24,74,1375,31037
Mantena,1,3,0,0,0,2,1,0,0,1,2,2,1,1,1,0,2,1,1,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,6,0,1,2,1,0,0,0,1,1,38,31038
Resplendor,3,0,7,2,4,0,6,2,1,2,1,0,1,1,1,0,1,1,2,2,1,1,1,0,0,0,5,0,1,0,1,1,2,1,2,0,1,0,0,0,1,3,1,0,6,4,1,4,4,4,1,2,85,31040
Além Paraíba,2,3,2,0,1,0,1,4,1,4,15,7,10,12,22,16,12,10,20,3,2,4,0,2,0,2,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,2,0,2,4,2,2,4,1,3,1,2,184,31041
Carangola,0,0,2,0,4,3,1,2,4,1,0,0,2,0,0,1,1,4,1,4,1,2,5,1,1,0,0,1,0,2,0,3,3,1,0,0,2,3,1,2,0,0,4,0,0,1,2,5,2,3,1,0,76,31042
"Leopoldina,Cataguases",2,8,6,12,3,1,7,1,0,2,4,7,10,11,31,13,18,13,15,6,7,9,7,7,6,3,1,1,3,2,3,0,0,1,2,2,0,0,0,3,1,2,6,2,4,5,7,9,4,1,3,7,278,31044
Muriaé,3,2,3,3,1,3,2,6,3,1,3,2,2,1,3,4,5,6,15,3,1,5,5,2,4,7,7,5,4,4,6,5,3,0,5,2,2,2,1,2,6,9,11,5,17,10,42,19,27,60,86,91,526,31045
Santos Dumont,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,2,12,7,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,36,31046
"São João Nepomuceno,Bicas",0,2,3,0,2,0,1,0,1,1,36,36,57,44,28,38,32,25,47,19,30,32,14,6,12,17,6,4,2,10,2,3,2,3,2,0,10,6,2,1,1,0,4,5,9,3,2,0,1,0,0,3,564,31047
Ubá,11,16,20,16,16,13,13,12,9,12,2,9,15,18,31,16,41,30,34,34,32,24,27,16,15,8,9,11,6,7,14,9,16,2,0,6,12,7,11,3,5,7,3,6,8,12,18,9,7,15,11,5,709,31048
Coração de Jesus,7,5,13,1,1,2,1,2,2,4,2,3,4,9,10,8,2,5,1,1,6,2,5,3,0,0,3,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,3,3,2,3,1,4,1,128,31050
Francisco Sá,1,7,4,4,0,4,12,23,23,87,109,68,15,11,5,7,11,14,12,10,11,11,10,5,6,2,1,6,2,1,1,0,0,0,0,1,2,1,0,1,1,1,1,0,0,1,6,19,23,64,56,62,722,31051
"Janaúba,Monte Azul",73,140,134,200,224,201,226,246,301,376,431,443,412,333,243,236,235,197,203,162,102,74,81,81,75,45,31,18,32,16,17,16,11,10,9,5,10,8,10,7,11,12,7,14,17,26,48,43,69,77,49,105,6152,31052
Januária,2,2,1,1,0,0,2,3,3,4,12,15,20,20,27,33,80,72,88,79,57,67,66,39,56,48,31,27,30,7,11,5,6,4,6,8,4,12,9,7,9,14,12,23,36,31,59,78,175,156,254,194,2005,31053
Pirapora,11,16,21,12,14,23,28,35,39,63,73,125,102,102,71,88,104,85,128,57,51,50,61,34,16,21,9,3,8,4,9,3,3,2,6,3,2,1,2,0,4,7,8,5,19,12,15,18,17,14,17,28,1649,31055
Patos de Minas,7,10,12,22,28,32,43,69,40,44,44,247,442,457,438,491,967,748,747,577,455,307,256,132,301,106,77,70,71,81,55,36,17,7,3,11,14,11,9,12,10,9,13,7,33,43,21,38,53,53,69,47,7892,31057
"Unaí,Paracatu",194,213,272,273,281,287,296,360,323,398,441,606,700,668,666,685,759,550,520,422,390,337,336,233,307,224,194,150,146,121,121,130,102,89,65,64,76,83,97,99,106,87,103,78,128,91,134,164,163,222,281,272,14107,31058
Manhuaçu,22,23,12,8,19,15,35,45,57,62,69,68,136,115,134,137,172,131,90,158,112,70,42,20,30,19,31,10,16,4,4,8,4,5,3,2,8,9,4,4,4,3,3,5,6,8,10,10,3,8,15,33,2021,31059
Ponte Nova,2,8,9,3,1,9,2,2,4,3,4,4,10,9,11,7,7,25,24,14,14,10,8,11,13,8,7,2,4,4,5,4,2,0,2,1,1,1,2,2,5,5,7,3,5,4,3,3,2,3,3,2,304,31060
Viçosa,0,0,0,1,0,0,1,0,1,4,3,1,6,2,6,2,6,9,6,9,2,5,0,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,2,0,3,83,31061
Araçuaí,31,16,19,34,40,46,51,77,77,82,62,70,81,64,80,28,27,25,20,20,9,8,9,7,9,5,2,4,2,2,5,4,1,1,0,0,3,1,2,1,0,5,4,0,2,1,3,8,6,5,4,7,1070,31064
Itaobim,12,20,14,13,5,3,1,6,0,4,1,1,1,5,4,8,5,6,10,2,3,1,2,5,2,0,1,0,0,2,0,2,1,0,1,1,4,1,3,3,0,1,4,1,1,2,3,1,3,8,11,12,200,31065
Nanuque,2,5,0,1,5,7,5,5,3,19,19,17,29,19,21,25,42,36,28,30,31,21,16,9,11,12,14,12,10,4,8,2,4,6,4,1,6,4,2,1,2,6,4,4,1,7,13,16,11,20,19,13,612,31066
Padre Paraíso,4,2,1,1,1,2,0,2,0,1,1,0,1,0,1,1,2,3,5,4,0,2,9,3,2,0,1,1,0,0,0,1,1,2,2,0,1,2,0,1,0,1,0,0,0,0,1,0,1,0,1,1,65,31067
Pedra azul,0,0,1,1,2,0,0,2,2,6,31,64,33,19,22,23,12,10,11,13,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,7,2,1,277,31068
Araxá,18,31,33,39,26,30,30,26,37,41,78,119,178,209,271,411,439,366,395,326,332,311,303,172,165,138,122,79,74,50,56,35,27,35,39,26,40,41,23,27,22,36,25,27,14,22,35,36,42,47,39,20,5563,31070
"Frutal,Iturama",24,39,43,44,66,54,102,113,125,283,302,356,930,1058,944,938,853,656,641,424,313,307,245,153,142,134,103,79,68,72,42,35,42,27,23,15,24,23,25,38,20,39,47,18,21,18,22,27,22,27,36,27,10229,31071
Uberaba,43,45,57,56,54,58,73,84,91,122,148,235,335,419,541,768,1004,1060,1035,739,585,449,489,306,373,283,259,284,233,233,171,179,163,161,169,139,165,142,94,158,115,125,127,104,86,79,76,78,119,201,153,204,13469,31072
Ituiutaba,27,17,14,18,16,29,32,33,74,125,156,152,234,298,254,233,407,320,343,504,237,173,167,147,189,47,160,119,32,38,27,35,45,36,38,23,47,39,27,27,15,37,31,20,46,22,48,51,45,56,47,68,5425,31073
"Patrocínio,Monte Carmelo",29,15,30,48,33,42,49,34,26,37,47,48,103,113,85,145,234,194,326,284,157,93,82,57,58,38,31,25,24,18,15,15,7,9,12,5,13,23,17,15,19,21,12,15,13,21,12,23,32,47,35,52,2938,31074
"Uberlândia,Araguari",63,67,93,91,146,138,156,176,222,207,393,409,551,628,617,710,823,783,700,629,556,542,472,378,307,226,167,156,106,110,70,84,90,70,117,94,134,132,179,77,120,131,91,91,102,111,162,195,212,149,152,178,13363,31075
Manga,1,5,2,4,6,1,1,5,15,10,22,21,53,61,52,53,109,72,69,35,47,17,10,11,8,17,33,26,20,38,4,1,3,3,2,1,2,2,1,1,3,1,1,0,1,1,2,1,3,2,1,12,872,31076
João Pinheiro,0,1,5,1,1,1,0,3,3,23,12,20,35,60,67,74,104,83,118,152,118,60,37,24,27,14,16,17,17,6,5,5,8,3,2,3,4,3,3,5,3,7,6,9,10,7,7,13,17,45,41,40,1345,31077
Congonhas,1,0,1,0,2,0,5,2,0,3,3,1,2,12,16,13,15,21,19,22,18,12,16,4,7,9,3,2,3,1,3,3,2,3,0,1,0,2,1,2,4,9,2,5,2,4,1,0,0,4,1,2,264,31078
Conselheiro Lafaiete,5,4,9,4,7,6,7,6,3,10,30,77,137,218,268,266,318,286,279,226,162,166,66,126,46,49,27,22,11,9,17,8,10,6,7,7,4,14,7,23,12,18,12,7,5,11,13,9,4,17,12,5,3078,31079
São Gotardo,1,1,0,1,1,1,2,1,2,6,21,13,10,17,12,31,25,44,52,38,26,21,12,9,9,6,1,3,2,2,1,4,1,0,0,1,1,3,4,2,0,0,0,0,0,0,1,1,1,0,0,0,390,31082
Bocaiúva,7,12,28,8,4,18,3,8,3,4,9,9,14,20,13,31,32,50,38,31,25,30,17,13,18,3,9,3,6,2,2,4,4,0,1,1,0,3,2,2,1,2,2,4,1,7,5,0,1,9,5,4,528,31083
Montes Claros,57,54,43,35,43,46,70,108,127,250,332,450,667,702,578,628,791,721,796,626,472,418,379,264,226,155,119,90,80,59,57,56,36,36,36,18,20,37,31,29,14,37,37,51,49,60,62,56,57,71,78,155,10469,31084
Taiobeiras,17,13,3,1,4,3,3,4,5,9,4,10,14,23,19,47,44,55,48,51,52,19,29,19,18,12,6,7,5,3,3,2,1,4,0,1,2,4,3,2,0,2,0,1,0,2,0,2,1,6,1,3,587,31085
Divinópolis,10,16,26,25,6,10,18,9,8,9,9,5,14,19,29,26,44,41,39,40,29,30,21,7,14,19,12,5,9,6,4,9,3,4,11,4,6,6,6,6,9,11,7,10,4,4,8,11,8,18,15,24,743,31086
"Lagoa da Prata,Santo Antônio do Monte",2,4,8,7,5,5,15,5,8,5,7,15,14,15,12,25,27,30,45,37,26,23,29,13,12,6,11,10,3,3,6,7,2,4,1,2,5,6,5,3,5,5,6,5,7,3,3,12,6,6,5,7,538,31087
"Oliveira,Santo Antônio do Amparo",3,0,1,4,3,1,3,6,1,16,36,45,67,111,171,215,189,180,164,112,77,42,28,9,9,7,9,4,0,6,0,2,4,2,0,1,11,8,7,7,4,4,1,6,2,5,2,2,1,4,10,4,1606,31088
Campo Belo,4,3,2,1,0,1,0,3,0,0,0,1,1,8,6,13,23,34,47,16,13,5,0,2,3,0,0,0,2,0,0,1,0,0,0,1,0,3,1,1,4,4,1,1,7,1,5,4,1,1,1,0,225,31089
Lima Duarte,1,0,0,0,1,0,0,0,0,0,0,7,20,6,22,16,4,13,20,15,8,8,3,0,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,153,31090
Cássia,0,2,5,0,2,3,3,6,19,34,38,87,107,158,191,226,358,351,332,229,113,47,63,46,40,14,10,13,6,11,9,4,9,6,5,4,2,2,1,1,4,5,0,2,1,2,2,3,4,3,1,2,2586,31091
Passos,3,6,8,7,4,8,10,19,13,17,29,52,99,99,126,366,399,429,384,437,238,314,139,55,122,73,63,54,63,51,35,23,22,5,45,13,34,32,26,24,21,24,27,38,33,40,38,16,69,77,61,85,4475,31092
Piumhi,9,8,9,9,8,7,8,17,24,46,126,157,281,303,482,421,467,390,339,213,142,120,101,77,60,29,35,23,18,25,29,18,13,18,14,16,16,20,14,26,28,21,29,5,9,8,19,15,15,20,36,21,4364,31093
"Almenara,Jacinto",11,7,4,0,3,1,1,8,10,23,27,47,29,48,26,23,13,11,10,4,7,9,2,3,1,3,4,3,5,3,3,1,1,2,3,4,6,8,12,11,12,22,17,14,41,38,44,109,125,209,316,300,1644,31094
Serro,1,8,1,2,1,1,1,2,4,8,29,66,60,77,68,64,86,58,56,36,40,26,17,20,15,7,8,6,2,6,0,1,1,0,0,1,0,0,1,0,0,1,12,4,2,4,0,1,2,6,1,3,816,31095
Itambacuri,0,0,0,0,0,1,1,0,2,9,11,27,29,28,19,14,15,19,20,16,13,13,4,5,7,6,2,3,0,3,2,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,2,1,2,2,1,0,285,31096
Juiz de Fora,2,2,11,7,2,6,4,4,2,2,11,13,3,11,9,14,16,16,25,16,14,10,8,3,5,6,4,2,0,1,1,3,2,2,4,2,3,2,1,4,2,8,5,2,1,7,8,6,6,8,7,13,326,31097
Salinas,1,2,2,5,19,3,4,3,1,4,16,21,15,12,11,7,7,6,4,4,2,4,5,0,1,1,3,1,1,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,2,1,4,2,4,0,1,7,193,31098
"Teófilo Otoni,Malacacheta",5,0,2,6,1,4,3,6,5,13,12,16,28,40,52,51,70,68,100,125,114,118,109,66,79,44,71,38,27,34,51,37,22,15,5,10,17,9,13,10,11,14,7,7,15,3,7,4,8,8,12,22,1614,31099
São Francisco,1,2,2,7,2,4,12,12,7,9,12,39,58,27,27,43,30,39,27,26,21,10,10,9,4,3,3,0,0,0,2,1,0,0,4,3,0,0,1,2,1,0,1,2,2,0,0,0,1,1,2,4,473,31100
Brasília de Minas,5,2,5,5,1,9,5,1,0,8,3,8,38,28,45,31,18,29,40,36,22,14,25,20,14,11,6,5,4,2,1,4,4,1,2,2,1,0,0,3,1,8,9,8,6,4,1,3,7,14,13,30,562,31101
"Peçanha,São João Evangelista,Santa Maria do Suaçuí",53,58,38,41,41,76,73,48,38,38,45,84,63,44,26,22,23,38,36,8,9,6,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,5,4,4,8,5,0,954,31102
