Município,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Semana 53,Total,CIR
Formiga,5,21,45,41,93,74,124,106,132,155,177,190,130,174,180,192,150,126,104,80,67,40,39,18,22,12,8,14,6,8,7,4,1,6,5,6,6,3,4,1,3,2,2,3,1,4,6,7,14,5,13,3,3,2642,31030
Itaúna,0,1,4,1,4,4,2,6,5,5,19,10,13,19,21,21,22,16,12,40,18,12,5,2,6,6,6,1,3,3,2,3,2,1,1,3,2,3,1,4,4,2,1,0,1,0,2,4,4,0,1,0,0,328,31031
"Pará de Minas,Nova Serrana",14,59,93,129,218,200,297,369,338,431,472,480,412,479,473,479,397,283,231,146,115,90,49,43,38,33,41,29,22,19,12,22,9,7,5,20,3,11,8,6,21,10,12,5,10,7,9,9,15,3,7,4,14,6708,31032
Caratinga,0,3,1,3,4,7,8,21,8,13,51,33,31,84,116,164,145,164,171,114,97,66,49,31,34,14,6,6,2,2,1,1,0,0,0,2,0,0,0,2,1,1,0,2,1,2,1,1,1,1,1,1,1,1468,31034
"Coronel Fabriciano,Timóteo",6,23,20,53,57,58,87,128,80,123,155,121,55,70,72,106,64,83,93,75,67,64,51,37,38,38,40,21,20,24,6,3,10,9,7,12,11,18,21,10,13,15,33,12,12,18,18,18,16,12,10,8,5,2226,31035
Governador Valadares,41,53,94,101,95,93,113,132,108,119,148,108,62,88,108,163,153,172,139,152,136,110,107,86,86,73,95,47,45,27,36,28,18,19,16,15,25,9,21,19,15,6,19,14,9,10,13,4,17,14,7,17,12,3417,31036
Ipatinga,20,47,94,53,108,102,91,124,92,110,119,104,57,73,73,102,78,91,111,118,103,108,85,68,76,35,43,25,26,21,28,17,23,16,19,29,17,25,13,18,24,20,27,25,22,28,21,29,30,30,21,21,12,2872,31037
Mantena,0,7,15,52,48,52,61,56,18,81,251,154,73,86,96,103,122,73,50,48,30,23,15,22,12,7,3,3,5,3,3,0,1,1,0,0,0,0,0,3,1,2,0,1,0,0,3,1,0,2,1,0,0,1588,31038
Resplendor,0,5,11,21,16,29,35,22,19,40,43,49,24,40,50,56,41,36,32,22,32,18,25,8,14,17,20,18,19,12,8,16,13,17,15,12,11,10,12,17,20,55,27,23,27,27,72,75,102,139,125,54,48,1699,31040
Além Paraíba,0,5,6,3,0,1,5,3,2,8,6,0,2,2,3,9,1,5,8,2,4,5,5,0,4,0,4,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,2,0,1,0,105,31041
Carangola,0,0,0,0,0,0,7,3,4,0,3,0,3,1,0,1,4,3,6,5,0,1,1,2,2,3,1,2,2,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,4,1,1,2,0,74,31042
"Leopoldina,Cataguases",1,7,9,25,12,23,43,36,19,50,57,48,24,56,47,70,57,76,110,77,62,50,43,24,33,21,13,13,9,13,13,7,7,7,1,7,2,5,4,3,5,1,2,4,7,10,15,34,32,39,26,9,0,1368,31044
Muriaé,4,2,4,3,12,6,16,11,3,3,6,9,4,0,1,6,2,7,9,5,8,12,14,7,2,2,7,2,7,4,1,2,4,4,2,0,3,2,4,3,4,1,1,0,0,1,0,0,0,2,6,0,2,220,31045
Santos Dumont,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31046
"São João Nepomuceno,Bicas",0,2,3,1,3,3,4,2,2,7,16,10,8,8,5,12,5,5,2,1,2,5,6,2,1,1,0,0,2,0,0,0,1,0,0,1,1,0,2,0,0,1,0,1,1,0,1,1,1,0,4,1,0,134,31047
Ubá,21,131,247,310,369,416,355,346,212,210,252,184,167,183,160,179,141,130,126,113,76,81,48,52,51,40,42,41,40,25,27,15,9,20,26,21,16,16,19,17,8,10,16,10,7,16,16,22,35,35,21,8,15,5153,31048
Coração de Jesus,0,0,1,0,0,0,0,0,0,3,1,3,2,1,1,4,0,3,2,1,3,2,3,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,44,31050
Francisco Sá,36,38,24,20,12,17,15,11,4,8,9,4,3,1,7,8,5,8,5,3,4,5,4,3,5,1,4,2,2,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,277,31051
"Janaúba,Monte Azul",0,12,3,10,13,18,25,25,26,30,38,35,17,34,34,85,80,86,68,84,75,46,46,34,24,18,30,15,6,4,6,5,1,5,1,7,6,1,1,0,1,0,2,2,1,3,7,10,4,2,2,2,1,1091,31052
Januária,0,3,1,0,0,1,8,11,1,3,6,5,1,4,0,0,1,0,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,58,31053
Pirapora,1,11,6,10,16,11,8,24,12,14,18,23,15,16,14,18,8,12,11,8,9,11,10,6,7,6,5,5,10,5,3,4,1,6,8,6,3,1,4,0,1,4,1,1,5,7,4,3,3,5,6,5,2,413,31055
Patos de Minas,9,65,45,20,42,38,42,46,50,73,71,95,81,80,80,117,104,187,159,131,115,102,81,42,75,67,38,62,25,25,14,22,27,16,14,3,6,15,18,8,6,4,3,7,3,7,9,8,13,6,11,2,3,2392,31057
"Unaí,Paracatu",21,98,82,132,143,170,271,280,209,266,309,337,153,255,187,278,223,218,234,206,184,153,192,181,152,136,142,167,135,152,167,130,160,177,126,159,118,136,110,99,59,87,73,93,48,109,104,117,126,94,97,78,56,8189,31058
Manhuaçu,20,61,75,84,123,148,115,156,106,168,186,107,67,102,92,174,128,123,110,71,43,27,24,19,17,8,7,14,4,3,1,3,1,6,4,3,1,0,1,1,0,0,1,0,2,2,4,0,1,3,0,6,1,2423,31059
Ponte Nova,17,64,44,90,39,61,95,87,81,77,82,102,43,34,25,43,49,38,29,18,29,23,8,7,9,4,5,8,6,8,5,0,0,1,2,1,1,2,0,1,1,3,1,0,1,4,4,6,5,6,3,3,2,1277,31060
Viçosa,0,0,5,2,1,2,2,2,2,5,2,0,1,3,2,4,0,3,2,6,4,0,1,6,0,2,1,3,0,4,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,75,31061
Araçuaí,2,6,5,2,2,6,14,11,27,38,46,38,19,37,34,74,66,102,123,136,107,90,49,28,41,32,33,29,31,15,16,9,9,7,10,6,7,6,3,2,5,6,5,12,21,11,18,19,11,11,8,5,9,1459,31064
Itaobim,7,33,53,86,82,70,89,83,52,98,162,140,70,142,145,147,97,56,64,44,40,22,20,10,10,8,10,2,4,2,3,0,1,0,0,1,0,1,0,1,3,2,1,0,1,2,1,1,2,5,1,1,1,1876,31065
Nanuque,0,4,3,2,6,9,11,30,22,12,25,29,23,31,29,48,54,30,32,47,37,21,33,19,13,9,11,7,9,4,4,5,2,1,1,1,1,3,2,2,2,3,0,2,5,5,2,2,6,1,0,0,0,660,31066
Padre Paraíso,0,0,1,0,1,0,2,0,5,8,3,20,25,28,44,66,49,36,32,27,15,10,26,20,14,10,4,5,6,4,3,0,3,2,4,2,4,1,0,0,1,1,0,1,0,1,2,2,1,2,1,4,1,497,31067
Pedra azul,0,1,3,10,15,29,31,26,30,38,37,17,3,3,2,7,6,4,6,2,4,6,3,7,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,6,0,0,0,0,307,31068
Araxá,15,19,29,22,29,38,25,42,24,41,31,60,33,29,30,38,43,43,55,31,40,19,24,30,28,30,25,24,25,11,19,3,12,14,15,7,10,11,12,12,9,12,10,12,4,13,6,8,14,11,11,8,6,1172,31070
"Frutal,Iturama",9,43,43,88,125,125,176,173,126,132,125,120,104,168,128,195,176,156,166,149,101,88,60,49,50,30,28,32,29,42,17,31,19,16,11,17,7,9,9,8,8,4,11,3,6,10,7,4,8,2,6,5,4,3258,31071
Uberaba,45,142,154,179,187,192,261,272,196,215,251,234,165,155,121,193,141,198,199,163,167,94,106,114,114,115,74,92,107,63,77,59,57,65,47,78,64,84,80,67,69,59,51,50,46,52,46,53,60,46,61,38,43,6061,31072
Ituiutaba,11,29,41,80,81,60,173,94,123,210,224,166,99,78,103,131,114,101,124,102,90,55,35,40,32,42,29,22,21,16,30,26,23,14,11,11,3,2,3,2,1,4,4,3,3,4,3,5,9,8,5,0,8,2708,31073
"Patrocínio,Monte Carmelo",1,3,18,20,17,25,32,21,13,35,31,30,18,35,20,31,20,25,36,18,24,13,22,12,6,21,18,14,9,13,3,8,6,7,2,3,1,8,9,5,2,4,3,1,3,4,2,9,2,9,7,3,5,707,31074
"Uberlândia,Araguari",70,129,181,181,202,167,174,236,204,232,273,254,114,124,102,130,117,129,120,116,103,92,145,162,176,138,90,116,97,63,113,48,75,90,72,29,37,72,94,72,110,49,79,61,42,55,49,57,59,72,85,47,48,5952,31075
Manga,1,0,3,10,6,2,1,5,2,5,1,6,5,3,5,7,7,23,19,18,24,28,12,12,7,5,12,12,4,5,2,2,1,1,5,3,2,2,1,0,1,1,1,4,1,1,5,1,1,2,0,0,0,287,31076
João Pinheiro,0,1,0,2,2,2,4,1,3,3,0,7,4,10,5,9,12,12,16,7,12,15,9,5,8,3,8,5,3,6,1,4,1,1,1,0,1,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,1,191,31077
Congonhas,2,4,7,7,7,6,3,2,8,12,8,7,4,4,3,5,9,6,11,6,1,1,3,4,3,2,1,1,1,3,0,0,0,2,0,2,1,0,0,1,0,0,2,1,1,1,0,1,0,2,0,0,0,155,31078
Conselheiro Lafaiete,6,14,19,12,17,20,25,21,15,20,20,14,3,6,8,5,7,6,8,3,4,2,2,4,4,2,3,5,0,1,1,3,4,3,3,0,5,1,5,7,6,3,2,4,2,3,5,3,3,3,2,2,2,348,31079
São Gotardo,1,0,1,3,3,7,10,5,13,20,41,37,38,56,68,56,62,55,41,53,57,29,17,11,11,3,2,4,2,4,5,2,1,0,1,1,0,3,0,0,0,0,2,1,0,1,3,2,3,0,1,2,0,738,31082
Bocaiúva,0,2,11,7,13,6,5,9,15,10,11,15,3,12,3,21,12,7,5,8,6,6,10,4,0,2,1,5,5,5,2,1,0,1,2,1,3,4,1,4,2,2,1,0,2,1,1,1,1,1,4,1,7,262,31083
Montes Claros,7,14,16,20,42,22,36,27,24,32,29,39,20,47,16,21,16,20,21,24,23,12,23,7,10,27,15,23,17,24,19,22,16,20,14,16,16,12,12,15,22,13,10,7,11,18,12,18,16,21,28,5,2,1019,31084
Taiobeiras,0,2,2,5,2,4,4,3,1,5,3,1,3,2,5,1,4,0,4,3,0,4,3,1,1,0,1,0,0,0,0,0,1,0,1,1,2,0,0,0,1,1,2,0,0,0,2,0,2,0,0,0,1,78,31085
Divinópolis,0,9,11,13,22,25,41,42,57,75,97,78,73,72,68,109,88,77,89,58,83,57,33,28,35,28,23,20,17,15,16,17,10,17,8,11,9,8,12,12,10,7,9,8,15,10,4,7,18,17,25,7,7,1707,31086
"Lagoa da Prata,Santo Antônio do Monte",6,17,22,26,29,29,40,35,52,71,47,51,64,78,52,101,89,81,66,66,43,33,15,5,10,8,3,0,3,6,0,1,1,3,1,1,3,1,3,3,2,2,1,5,0,2,4,2,2,2,8,2,9,1206,31087
"Oliveira,Santo Antônio do Amparo",2,2,5,14,3,10,12,18,33,33,34,27,13,24,46,48,44,28,28,26,16,3,17,4,5,2,4,1,1,1,1,0,2,0,3,0,0,0,1,1,1,0,0,1,0,1,1,0,0,3,5,0,0,524,31088
Campo Belo,23,131,171,241,200,207,246,257,230,301,187,99,54,69,63,86,73,46,66,24,15,6,7,3,1,2,0,0,0,2,1,2,0,0,0,3,0,0,0,4,3,1,1,2,0,2,0,3,0,4,1,1,0,2838,31089
Lima Duarte,0,0,2,4,0,0,1,1,2,1,2,3,1,2,5,13,4,2,7,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,60,31090
Cássia,0,2,1,2,0,1,3,12,5,9,25,52,33,57,25,66,38,49,39,24,18,11,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,31091
Passos,6,5,16,8,17,21,22,29,33,30,40,35,22,45,41,36,64,58,64,79,76,26,28,24,37,31,14,11,7,6,6,0,5,0,2,2,5,5,7,3,1,5,2,1,2,2,5,0,2,2,4,4,2,998,31092
Piumhi,1,6,6,5,7,9,7,18,8,12,14,26,33,22,26,41,41,42,40,38,29,18,22,3,15,15,6,11,5,7,10,8,5,13,5,3,11,9,9,8,9,7,12,4,10,6,10,12,19,15,2,13,3,736,31093
"Almenara,Jacinto",8,28,80,51,84,118,110,99,83,77,97,35,23,17,12,43,31,43,79,75,68,76,37,36,36,20,16,24,7,11,7,4,4,5,2,0,1,5,1,0,1,2,1,0,1,4,1,0,1,14,5,1,0,1584,31094
Serro,2,1,1,7,4,1,5,14,2,7,4,8,0,4,4,9,6,3,5,3,1,0,7,1,2,3,1,0,3,2,0,0,2,1,0,0,1,2,1,1,0,2,0,2,0,1,1,3,0,0,2,0,1,130,31095
Itambacuri,3,14,37,32,76,93,91,128,98,105,56,59,7,5,14,30,9,13,12,15,7,9,3,6,8,4,1,5,4,0,2,1,3,2,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,958,31096
Juiz de Fora,1,11,12,18,14,10,24,21,13,20,26,23,15,11,10,10,16,18,23,13,7,10,6,3,9,4,5,7,8,5,7,1,4,2,3,3,7,2,5,5,6,5,2,7,4,6,1,7,7,7,6,4,5,479,31097
Salinas,9,18,13,11,19,31,31,37,36,31,26,28,13,26,32,71,83,45,37,59,28,24,17,15,6,5,3,5,8,1,1,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,2,784,31098
"Teófilo Otoni,Malacacheta",7,15,30,45,41,84,89,156,84,100,181,146,93,146,134,263,190,172,198,162,151,121,58,56,43,45,21,17,16,7,6,3,4,4,4,7,5,2,3,1,3,1,4,2,5,4,1,3,8,4,5,3,2,2955,31099
São Francisco,1,0,0,0,2,1,5,1,2,5,16,13,8,9,5,11,15,12,6,4,12,5,9,9,3,3,2,3,5,1,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,174,31100
Brasília de Minas,0,2,2,2,8,9,11,16,11,21,20,37,9,9,6,9,6,4,2,3,4,3,2,2,1,3,3,2,2,2,1,0,2,3,2,2,2,3,0,2,1,0,1,0,0,1,2,1,2,0,6,1,1,244,31101
"Peçanha,São João Evangelista,Santa Maria do Suaçuí",0,1,3,0,0,4,2,5,2,6,16,11,11,13,16,31,19,19,24,15,11,8,6,2,5,1,1,0,3,2,0,0,2,1,1,2,3,2,0,1,0,1,0,0,0,0,0,0,0,1,12,0,7,270,31102
